Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles
CHEMBL4107481,IC50,'=',15.0,nM,7.82,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,15.0,7.82,Cc1nonc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL4106835,IC50,'=',5.4,nM,8.27,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,5.4,8.27,CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3962309,IC50,'=',4011.0,nM,5.4,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,4011.0,5.4,COc1cc(S(C)(=O)=O)ccc1NC(=O)c1ccn2cccnc12
CHEMBL4110862,IC50,'=',1.2,nM,8.92,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.2,8.92,COC(=O)N1CC[C@@H](Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1
CHEMBL4108507,IC50,'=',10.7,nM,7.97,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.7,7.97,CCNc1cc(-n2ncc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3601199,IC50,'=',11900.0,nM,4.92,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,11900.0,4.92,OC[C@H]1C[C@@H](Nc2nc(NC3CCC3)ccc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL209820,IC50,'=',4000.0,nM,5.4,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,4000.0,5.4,CCCS(=O)(=O)c1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1
CHEMBL4081502,IC50,'=',8.0,nM,8.1,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,8.0,8.1,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCOC4)c23)CC1
CHEMBL3969623,IC50,'=',4.2,nM,8.38,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.2,8.38,CC(C)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NCCC(C)(C)O
CHEMBL255272,IC50,'=',70.0,nM,7.16,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,70.0,7.16,c1cc(NC2CCNCC2)nc(-n2cnc3ccccc32)c1
CHEMBL5181632,IC50,'=',95.0,nM,7.02,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,95.0,7.02,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(F)c(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2
CHEMBL5176061,IC50,'=',0.2,nM,9.7,CHEMBL5142857,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5137104,0.2,9.7,COc1cc2nn([C@H]3CC[C@@]4(CC3)CC(=O)N(C)C4)cc2cc1C(=O)Nc1cnc2cccnn12
CHEMBL4115117,IC50,'=',3.3,nM,8.48,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.3,8.48,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CCC#N)c1
CHEMBL4109831,IC50,'=',2.5,nM,8.6,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.5,8.6,CC(C)Nc1cc(-n2cnc3cnc(NCCO)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4114255,IC50,'=',21.0,nM,7.68,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,21.0,7.68,COc1ccc(N2CCC3(CCN(c4nc(N[C@@H]5CCCNC5)c(-c5nc6ccccc6s5)c(=O)[nH]4)C3)C2)cc1
CHEMBL4294631,IC50,'=',42.0,nM,7.38,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,42.0,7.38,CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL2022369,IC50,'=',873.0,nM,6.06,CHEMBL2024840,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2021851,873.0,6.06,Cc1cn2c(-c3cnn(CC(=O)NCc4cccs4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1
CHEMBL4108062,IC50,'=',6.7,nM,8.17,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.7,8.17,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C(N)=O)cnc32)cc1NCC1CNC1
CHEMBL4111965,IC50,'=',466.0,nM,6.33,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,466.0,6.33,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cc2ccccc2cn1
CHEMBL4108815,IC50,'=',2500.0,nM,5.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2500.0,5.6,CC(C)C[C@H](CO)Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL3953510,IC50,'=',6.8,nM,8.17,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.8,8.17,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](S(C)(=O)=O)CC1
CHEMBL4114135,IC50,'=',10.8,nM,7.97,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.8,7.97,CC1COCCN1CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4107284,IC50,'=',1.8,nM,8.74,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.8,8.74,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1F
CHEMBL4109565,IC50,'=',12.0,nM,7.92,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,12.0,7.92,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccc2)n1
CHEMBL4439253,IC50,'=',350.0,nM,6.46,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,350.0,6.46,C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2O1
CHEMBL3940719,IC50,'=',2.3,nM,8.64,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.3,8.64,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccnn2C)CC1
CHEMBL5187663,IC50,'=',3.0,nM,8.52,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,3.0,8.52,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3ncsc23)[C@H]2C=C[C@@H]1C2
CHEMBL4473420,IC50,'=',2677.0,nM,5.57,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,2677.0,5.57,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(=O)NCCn2cccn2)n1
CHEMBL4097259,IC50,'=',19.0,nM,7.72,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,19.0,7.72,Cc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1
CHEMBL4108104,IC50,'=',4.4,nM,8.36,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.4,8.36,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(F)(F)C1O
CHEMBL5085436,IC50,'=',103.0,nM,6.99,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,103.0,6.99,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2-c2cccnc2)[C@H]2C=C[C@@H]1C2
CHEMBL5283174,IC50,'=',17.0,nM,7.77,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,17.0,7.77,CC(=O)N1CCC(n2cc(NC(=O)c3coc(-c4ccnc(C)c4)n3)c(C(N)=O)n2)CC1.Cl
CHEMBL4115287,IC50,'=',8.4,nM,8.08,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,8.4,8.08,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC1(F)CCC1
CHEMBL4111171,IC50,'=',892.0,nM,6.05,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,892.0,6.05,O=c1[nH]c(NC2COC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3947585,IC50,'=',8.1,nM,8.09,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,8.1,8.09,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCN1CCS(=O)(=O)CC1
CHEMBL4115196,IC50,'=',57.0,nM,7.24,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,57.0,7.24,O=c1[nH]c(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4779496,IC50,'=',44.0,nM,7.36,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,44.0,7.36,Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)o1
CHEMBL4069060,IC50,'=',1500.0,nM,5.82,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,1500.0,5.82,Cc1sc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1C
CHEMBL3914726,IC50,'=',9417.0,nM,5.03,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,9417.0,5.03,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(CCCO)cnc12
CHEMBL3924274,IC50,'=',4.5,nM,8.35,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.5,8.35,CC(C)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C
CHEMBL5204583,IC50,'=',0.3,nM,9.52,CHEMBL5142857,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5137104,0.3,9.52,COc1cc2nn([C@H]3CC[C@H](N(C)C(=O)N4CC[C@@H](O)C4)CC3)cc2cc1C(=O)Nc1cnc2cccnn12
CHEMBL3634501,IC50,'=',3.0,nM,8.52,CHEMBL3637446,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3632465,3.0,8.52,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nn23)c(C(F)F)n1
CHEMBL4096937,IC50,'=',70.0,nM,7.16,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,70.0,7.16,O=C(NCC1CC1)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1
CHEMBL4286802,IC50,'=',88.0,nM,7.06,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,88.0,7.06,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)ccn2n1
CHEMBL3922728,IC50,'=',1224.0,nM,5.91,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1224.0,5.91,O=C(Nc1ccccc1-c1ccccc1)c1cnn2cccnc12
CHEMBL5175590,IC50,'=',3.0,nM,8.52,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,3.0,8.52,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(F)c(C(=O)N4CCCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2
CHEMBL4107577,IC50,'=',3.6,nM,8.44,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.6,8.44,CNC(=O)c1cccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1
CHEMBL5178692,IC50,'=',4.0,nM,8.4,CHEMBL5122777,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120828,4.0,8.4,CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(CC(F)F)ccc5n4)cn3)C2)C1
CHEMBL4111218,IC50,'=',2.0,nM,8.7,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.0,8.7,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CN(c2ncc(F)cn2)C1
CHEMBL4077215,IC50,'=',13.0,nM,7.89,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,13.0,7.89,CCc1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL5283897,IC50,'=',51.0,nM,7.29,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,51.0,7.29,CC(C)Nc1nc(Nc2cnn(C)c2)nc2ccc(CC#N)nc12
CHEMBL4790504,IC50,'=',397.0,nM,6.4,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,397.0,6.4,Nc1ccc(-c2cccc(C(=O)Nc3ccc4nc(N5CCOCC5)oc4c3)n2)cn1
CHEMBL4581832,IC50,'=',17.0,nM,7.77,CHEMBL4323523,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4321825,17.0,7.77,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C5(C#N)CC5)nc34)CC2)CC1
CHEMBL4107784,IC50,'=',5900.0,nM,5.23,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,5900.0,5.23,O=C1C[C@@H](Nc2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)Cc2ccccc2N1
CHEMBL4111162,IC50,'=',1.3,nM,8.89,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.3,8.89,CC(C)Nc1cc(-n2ccc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4107909,IC50,'=',17.0,nM,7.77,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,17.0,7.77,O=c1[nH]c(N2CC[C@@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4633251,IC50,'=',21.0,nM,7.68,CHEMBL4625630,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4622963,21.0,7.68,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C
CHEMBL3590489,IC50,'=',23.0,nM,7.64,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,23.0,7.64,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)(F)F)n1
CHEMBL4758887,IC50,'=',360.0,nM,6.44,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,360.0,6.44,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C56CCN(CC5)CC6)o4)c(N[C@H](CO)c4ccccc4)n3)cc21
CHEMBL4456286,IC50,'=',84.0,nM,7.08,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,84.0,7.08,CC1(C)Cc2cc(NC(=O)c3cnn4cc(C#N)cnc34)c(N3CCOCC3)cc2O1
CHEMBL5270356,IC50,'=',7.0,nM,8.15,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,7.0,8.15,Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)c(C)n1
CHEMBL3951642,IC50,'=',1459.0,nM,5.84,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,1459.0,5.84,CC(C)(CCO)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL4115236,IC50,'=',15.7,nM,7.8,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,15.7,7.8,CC(CNc1cc(-n2ncc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)N1CCOCC1
CHEMBL3900682,IC50,'=',1.7,nM,8.77,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.7,8.77,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1
CHEMBL3902455,IC50,'=',24.0,nM,7.62,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,24.0,7.62,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1csc2cncnc12
CHEMBL482522,IC50,'=',1934.0,nM,5.71,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,1934.0,5.71,c1cc(NC2CCNCC2)nc(-c2cncc3ccccc23)c1
CHEMBL208667,IC50,'=',30000.0,nM,4.52,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,30000.0,4.52,O=C(Nc1nc2cc(F)c(F)cc2[nH]1)c1cccc([N+](=O)[O-])c1
CHEMBL4115604,IC50,'=',8.9,nM,8.05,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,8.9,8.05,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N1CCN(S(C)(=O)=O)CC1
CHEMBL4111939,IC50,'=',5.0,nM,8.3,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,5.0,8.3,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCC(F)(F)F
CHEMBL4111866,IC50,'=',7.0,nM,8.15,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,7.0,8.15,CC(CCF)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3586495,IC50,'=',47.0,nM,7.33,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,47.0,7.33,Cc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4282348,IC50,'=',78.0,nM,7.11,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,78.0,7.11,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H]5CC[C@H](C(N)=O)CC5)c34)CC2)CC1
CHEMBL3938296,IC50,'=',564.0,nM,6.25,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,564.0,6.25,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1
CHEMBL255445,IC50,'=',63.0,nM,7.2,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,63.0,7.2,c1cc(NC2CCNCC2)nc(-c2cnc3ccc(-c4ccc[nH]4)cn23)c1
CHEMBL3925452,IC50,'=',4.1,nM,8.39,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.1,8.39,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC2(CC1)NC(=O)NC2=O
CHEMBL5205770,IC50,'=',5.0,nM,8.3,CHEMBL5122777,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120828,5.0,8.3,CC(C)n1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O
CHEMBL4107356,IC50,'=',30.0,nM,7.52,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,30.0,7.52,CN1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4c(C5CC5)nccc4s3)c(=O)[nH]2)CC1
CHEMBL3955522,IC50,'=',25.0,nM,7.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,25.0,7.6,O=c1[nH]c(N2CC3(COC3)C2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3894101,IC50,'=',9.1,nM,8.04,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,9.1,8.04,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1
CHEMBL3910622,IC50,'=',4.4,nM,8.36,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.4,8.36,CC[C@@H](CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3590476,IC50,'=',6.0,nM,8.22,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,6.0,8.22,COCc1nn(C)cc1NC(=O)c1cnn2ccc(N[C@@H]3CCCC[C@@H]3N)nc12
CHEMBL402612,IC50,'=',181.0,nM,6.74,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,181.0,6.74,COc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1OC
CHEMBL256513,IC50,'=',1300.0,nM,5.89,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,1300.0,5.89,NCCCNc1cccc(-c2cnc3ccccn23)n1
CHEMBL4111327,IC50,'=',296.4,nM,6.53,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,296.4,6.53,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCCCC3)[nH]c2=O)n1
